accession	label	cell_type	tissue	_source_name	_study	__sample	__bsrate	__meth	__depth	__mapping	__uniq	__sites	__hmr_size	__hmr_count	__pmd_size	__pmd_count
SRX31193134	Normal Bone-Rib	NA	Normal Bone-Rib	Normal Bone-Rib	SRP648055	SRS27176228	0.982	0.730	46.519	0.896	0.812	0.977	1089.08	49997	10304.7	2580
SRX31193135	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176229	0.983	0.590	32.051	0.904	0.803	0.931	8731.9	67780	248762.68	3243
SRX31193136	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176230	0.985	0.658	45.959	0.896	0.764	0.973	2802.59	62018	283595.32	2317
SRX31193137	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176231	0.981	0.697	36.047	0.900	0.813	0.973	1436.74	47358	520790.25	1563
SRX31193138	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176232	0.980	0.524	58.491	0.893	0.807	0.983	5603.95	123565	167135.41	4829
SRX31193139	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176233	0.979	0.662	63.087	0.894	0.809	0.984	4495.49	84477	187646.63	3400
SRX31193140	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176234	0.983	0.503	44.236	0.894	0.808	0.977	9677.17	87461	252945.61	4467
SRX31193141	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176235	0.981	0.665	82.010	0.892	0.799	0.984	1531.19	65849	219558.41	2734
SRX31193142	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176236	0.979	0.627	66.837	0.877	0.805	0.984	4125.85	83023	152251.14	2793
SRX31193143	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176237	0.980	0.585	70.364	0.892	0.816	0.984	7576.58	72293	257787.48	2978
SRX31193144	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176238	0.980	0.574	59.233	0.902	0.817	0.984	6819.79	80488	257176.57	2781
SRX31193145	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176239	0.979	0.511	60.110	0.892	0.804	0.983	6867.8	89235	180868.82	4376
SRX31193146	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176240	0.980	0.526	64.620	0.891	0.779	0.984	4044.3	128547	171908.32	4040
SRX31193147	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176241	0.981	0.539	38.488	0.901	0.816	0.971	7178.35	100991	129477.01	5860
SRX31193148	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176242	0.980	0.537	55.533	0.896	0.822	0.984	4762.86	124685	218288.71	3850
SRX31193149	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176243	0.980	0.515	67.398	0.892	0.816	0.984	6667.15	79887	179886.28	3866
SRX31193150	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176244	0.980	0.529	84.835	0.894	0.785	0.985	4854.35	113810	0.0	0
SRX31193151	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176245	0.979	0.500	60.768	0.893	0.816	0.983	6821.16	88186	171818.42	4233
SRX31193152	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176246	0.981	0.673	63.681	0.890	0.816	0.983	1296.55	47356	548262.04	1907
SRX31193153	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176247	0.980	0.684	60.791	0.888	0.806	0.983	1308.79	59565	37543.77	3117
SRX31193154	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176249	0.980	0.615	56.788	0.892	0.815	0.983	6092.14	78903	288401.03	2812
SRX31193155	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176248	0.979	0.692	69.928	0.892	0.795	0.984	3161.49	80881	123126.98	3478
SRX31193156	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176250	0.978	0.530	75.309	0.890	0.792	0.984	7745.84	75863	240635.12	3122
SRX31193157	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176251	0.980	0.542	87.228	0.894	0.743	0.985	7044.43	98647	0.0	0
SRX6772546	Blood	NA	blood	NA	SRP219663	SRS5319836	0.992	0.782	21.188	0.842	0.833	0.979	989.92	55843	9783.7	2400
SRX760452	Placenta	NA	placenta	placenta	SRP049936	SRS745061	0.995	0.558	3.668	0.836	0.931	0.891	10644.98	28136	979510.37	1004
SRX760457	Cerebrum	NA	cerebrum	cerebrum	SRP049936	SRS745066	0.980	0.705	3.132	0.810	0.849	0.843	1524.57	31335	136086.53	378
SRX7906679	Blood	NA	whole blood	blood	SRP252679	SRS6314270	0.996	0.399	6.217	0.803	0.511	0.736	1384.2	35477	51067.33	223
SRX7906691	Blood	NA	whole blood	blood	SRP252679	SRS6314282	0.996	0.401	5.200	0.790	0.626	0.728	1392.62	33312	71183.55	80
SRX7906700	Blood	NA	whole blood	blood	SRP252679	SRS6314291	0.996	0.427	5.258	0.819	0.433	0.759	1341.5	34605	58288.0	188
SRX7906733	Blood	NA	whole blood	blood	SRP252679	SRS6314324	0.996	0.435	5.874	0.773	0.635	0.783	1322.22	35627	45001.61	163
SRX7906740	Blood	NA	whole blood	blood	SRP252679	SRS6314331	0.996	0.401	5.254	0.799	0.480	0.714	1410.48	32722	59191.12	166
SRX878214	Placenta	NA	NA	placenta	SRP049936	SRS846112	0.987	0.556	2.542	0.846	0.854	0.811	4762.64	21754	1581334.98	529
SRX878215	Placenta	NA	NA	placenta	SRP049936	SRS846111	0.986	0.546	2.501	0.843	0.839	0.812	6148.99	21445	1290433.81	711
