wgEncodeUwDnaseK562Znfb34a8RawDataRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfb34a8RawRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfb34a8RawRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfe103c6AlnRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfe103c6AlnRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfe103c6HotspotsRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfe103c6HotspotsRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfe103c6PkRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfe103c6PkRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfe103c6RawDataRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfe103c6RawDataRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfe103c6RawRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfe103c6RawRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znff41b2AlnRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znff41b2AlnRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znff41b2HotspotsRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znff41b2HotspotsRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znff41b2PkRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znff41b2PkRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znff41b2RawDataRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znff41b2RawDataRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znff41b2RawRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znff41b2RawRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfg54a11AlnRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfg54a11AlnRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfg54a11HotspotsRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfg54a11HotspotsRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfg54a11PkRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfg54a11PkRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfg54a11RawDataRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfg54a11RawDataRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfg54a11RawRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfg54a11RawRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfp5AlnRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfp5AlnRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfp5HotspotsRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfp5HotspotsRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfp5PkRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfp5PkRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfp5RawDataRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfp5RawDataRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfp5RawRep1	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseK562Znfp5RawRep2	UW	2012-03-23	n/a	2012-12-23
wgEncodeUwDnaseLhcnm2AlnRep1	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2AlnRep2	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2Diff4dAlnRep1	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2Diff4dAlnRep2	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2Diff4dHotspotsRep1	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2Diff4dHotspotsRep2	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2Diff4dPkRep1	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2Diff4dPkRep2	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2Diff4dRawDataRep1	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2Diff4dRawDataRep2	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2Diff4dRawRep1	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2Diff4dRawRep2	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2HotspotsRep1	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2HotspotsRep2	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2PkRep1	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2PkRep2	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2RawDataRep1	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2RawDataRep2	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2RawRep1	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLhcnm2RawRep2	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseLncapAlnRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseLncapAlnRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseLncapHotspotsRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseLncapHotspotsRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseLncapPkRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseLncapPkRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseLncapRawDataRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseLncapRawDataRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseLncapRawRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseLncapRawRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseM059jAlnRep1	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseM059jAlnRep2	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseM059jHotspotsRep1	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseM059jHotspotsRep2	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseM059jPkRep1	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseM059jPkRep2	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseM059jRawDataRep1	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseM059jRawDataRep2	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseM059jRawRep1	UW	2012-03-21	n/a	2012-12-20
wgEncodeUwDnaseM059jRawRep2	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseMcf7AlnRep1	UW	2009-09-29	2010-06-19	2010-06-29
wgEncodeUwDnaseMcf7AlnRep2	UW	2010-01-10	2010-06-17	2010-10-09
wgEncodeUwDnaseMcf7Est100nm1hAlnRep1	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Est100nm1hAlnRep2	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Est100nm1hHotspotsRep1	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Est100nm1hHotspotsRep2	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Est100nm1hPkRep1	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Est100nm1hPkRep2	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Est100nm1hRawDataRep1	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Est100nm1hRawDataRep2	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Est100nm1hRawRep1	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Est100nm1hRawRep2	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Estctrl0hAlnRep1	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Estctrl0hAlnRep2	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Estctrl0hHotspotsRep1	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Estctrl0hHotspotsRep2	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Estctrl0hPkRep1	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Estctrl0hPkRep2	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Estctrl0hRawDataRep1	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Estctrl0hRawDataRep2	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Estctrl0hRawRep1	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7Estctrl0hRawRep2	UW	2012-03-28	n/a	2012-12-28
wgEncodeUwDnaseMcf7HotspotsRep1	UW	2009-09-29	2010-06-19	2010-06-29
wgEncodeUwDnaseMcf7HotspotsRep2	UW	2010-01-10	2010-06-17	2010-10-09
wgEncodeUwDnaseMcf7PkRep1	UW	2009-09-29	2010-06-19	2010-06-29
wgEncodeUwDnaseMcf7PkRep2	UW	2010-01-10	2010-06-17	2010-10-09
wgEncodeUwDnaseMcf7RawDataRep1	UW	2009-09-29	n/a	2010-06-29
wgEncodeUwDnaseMcf7RawDataRep2	UW	2010-01-10	n/a	2010-10-09
wgEncodeUwDnaseMcf7RawRep1	UW	2009-09-29	2010-06-19	2010-06-29
wgEncodeUwDnaseMcf7RawRep2	UW	2010-01-10	2010-06-17	2010-10-09
wgEncodeUwDnaseMonocd14AlnRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseMonocd14HotspotsRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseMonocd14PkRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseMonocd14RawDataRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseMonocd14RawRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseMonocd14ro1746AlnRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseMonocd14ro1746AlnRep1V2	UW	2011-06-25	n/a	2011-10-10
wgEncodeUwDnaseMonocd14ro1746AlnRep2	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnaseMonocd14ro1746HotspotsRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseMonocd14ro1746HotspotsRep1V2	UW	2011-06-25	n/a	2011-10-10
wgEncodeUwDnaseMonocd14ro1746HotspotsRep2	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnaseMonocd14ro1746PkRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseMonocd14ro1746PkRep1V2	UW	2011-06-25	n/a	2011-10-10
wgEncodeUwDnaseMonocd14ro1746PkRep2	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnaseMonocd14ro1746RawDataRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseMonocd14ro1746RawDataRep1V2	UW	2011-06-25	n/a	2011-10-10
wgEncodeUwDnaseMonocd14ro1746RawDataRep2	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnaseMonocd14ro1746RawRep1	UW	2011-01-11	n/a	2011-10-10
wgEncodeUwDnaseMonocd14ro1746RawRep1V2	UW	2011-06-25	n/a	2011-10-10
wgEncodeUwDnaseMonocd14ro1746RawRep2	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnaseMscAlnRep1	UW	2012-07-13	n/a	2013-04-12
wgEncodeUwDnaseMscAlnRep2	UW	2012-07-13	n/a	2013-04-12
wgEncodeUwDnaseMscHotspotsRep1	UW	2012-07-13	n/a	2013-04-12
wgEncodeUwDnaseMscHotspotsRep2	UW	2012-07-13	n/a	2013-04-12
wgEncodeUwDnaseMscPkRep1	UW	2012-07-13	n/a	2013-04-12
wgEncodeUwDnaseMscPkRep2	UW	2012-07-13	n/a	2013-04-12
wgEncodeUwDnaseMscRawDataRep1	UW	2012-07-13	n/a	2013-04-12
wgEncodeUwDnaseMscRawDataRep2	UW	2012-07-13	n/a	2013-04-12
wgEncodeUwDnaseMscRawRep1	UW	2012-07-13	n/a	2013-04-12
wgEncodeUwDnaseMscRawRep2	UW	2012-07-13	n/a	2013-04-12
wgEncodeUwDnaseNb4AlnRep1	UW	2009-09-19	2010-06-17	2010-06-19
wgEncodeUwDnaseNb4AlnRep2	UW	2010-01-08	2010-06-17	2010-10-08
wgEncodeUwDnaseNb4HotspotsRep1	UW	2009-09-19	2010-06-17	2010-06-19
wgEncodeUwDnaseNb4HotspotsRep2	UW	2010-01-08	2010-06-17	2010-10-08
wgEncodeUwDnaseNb4PkRep1	UW	2009-09-19	2010-06-17	2010-06-19
wgEncodeUwDnaseNb4PkRep2	UW	2010-01-08	2010-06-17	2010-10-08
wgEncodeUwDnaseNb4RawDataRep1V2	UW	2010-01-08	n/a	2010-10-08
wgEncodeUwDnaseNb4RawDataRep2	UW	2010-01-08	n/a	2010-10-08
wgEncodeUwDnaseNb4RawRep1	UW	2009-09-19	2010-06-17	2010-06-19
wgEncodeUwDnaseNb4RawRep2	UW	2010-01-08	2010-06-17	2010-10-08
wgEncodeUwDnaseNhaAlnRep1	UW	2010-07-31	n/a	2011-05-01
wgEncodeUwDnaseNhaAlnRep2	UW	2010-07-31	n/a	2011-05-01
wgEncodeUwDnaseNhaHotspotsRep1	UW	2010-07-31	n/a	2011-05-01
wgEncodeUwDnaseNhaHotspotsRep2	UW	2010-07-31	n/a	2011-05-01
wgEncodeUwDnaseNhaPkRep1	UW	2010-07-31	n/a	2011-05-01
wgEncodeUwDnaseNhaPkRep2	UW	2010-07-31	n/a	2011-05-01
wgEncodeUwDnaseNhaRawDataRep1	UW	2010-07-31	n/a	2011-05-01
wgEncodeUwDnaseNhaRawDataRep2	UW	2010-07-31	n/a	2011-05-01
wgEncodeUwDnaseNhaRawRep1	UW	2010-07-31	n/a	2011-05-01
wgEncodeUwDnaseNhaRawRep2	UW	2010-07-31	n/a	2011-05-01
wgEncodeUwDnaseNhberaAlnRep1	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseNhberaAlnRep2	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseNhberaHotspotsRep1	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseNhberaHotspotsRep2	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseNhberaPkRep1	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseNhberaPkRep2	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseNhberaRawDataRep1	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseNhberaRawDataRep2	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseNhberaRawRep1	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseNhberaRawRep2	UW	2011-12-14	n/a	2012-09-14
wgEncodeUwDnaseNhdfadAlnRep1	UW	2010-07-26	n/a	2011-04-26
wgEncodeUwDnaseNhdfadAlnRep2	UW	2010-07-26	n/a	2011-04-26
wgEncodeUwDnaseNhdfadHotspotsRep1	UW	2010-07-26	n/a	2011-04-26
wgEncodeUwDnaseNhdfadHotspotsRep2	UW	2010-07-26	n/a	2011-04-26
wgEncodeUwDnaseNhdfadPkRep1	UW	2010-07-26	n/a	2011-04-26
wgEncodeUwDnaseNhdfadPkRep2	UW	2010-07-26	n/a	2011-04-26
wgEncodeUwDnaseNhdfadRawDataRep1	UW	2010-07-26	n/a	2011-04-26
wgEncodeUwDnaseNhdfadRawDataRep2	UW	2010-07-26	n/a	2011-04-26
wgEncodeUwDnaseNhdfadRawRep1	UW	2010-07-26	n/a	2011-04-26
wgEncodeUwDnaseNhdfadRawRep2	UW	2010-07-26	n/a	2011-04-26
wgEncodeUwDnaseNhdfneoAlnRep1	UW	2010-01-08	2010-06-19	2010-10-08
wgEncodeUwDnaseNhdfneoAlnRep2	UW	2010-01-09	2010-06-17	2010-10-08
wgEncodeUwDnaseNhdfneoHotspotsRep1	UW	2010-01-08	2010-06-19	2010-10-08
wgEncodeUwDnaseNhdfneoHotspotsRep2	UW	2010-01-09	2010-06-17	2010-10-08
wgEncodeUwDnaseNhdfneoPkRep1	UW	2010-01-08	2010-06-19	2010-10-08
wgEncodeUwDnaseNhdfneoPkRep2	UW	2010-01-09	2010-06-17	2010-10-08
wgEncodeUwDnaseNhdfneoRawDataRep1	UW	2010-01-08	n/a	2010-10-08
wgEncodeUwDnaseNhdfneoRawDataRep2	UW	2010-01-09	n/a	2010-10-08
wgEncodeUwDnaseNhdfneoRawRep1	UW	2010-01-08	2010-06-19	2010-10-08
wgEncodeUwDnaseNhdfneoRawRep2	UW	2010-01-09	2010-06-17	2010-10-08
wgEncodeUwDnaseNhekAlnRep1	UW	2009-09-19	2010-06-19	2010-06-19
wgEncodeUwDnaseNhekAlnRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseNhekHotspotsRep1	UW	2009-09-19	2010-06-19	2010-06-19
wgEncodeUwDnaseNhekHotspotsRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseNhekPkRep1	UW	2009-09-19	2010-06-19	2010-06-19
wgEncodeUwDnaseNhekPkRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseNhekRawDataRep1	UW	2009-09-19	n/a	2010-06-19
wgEncodeUwDnaseNhekRawDataRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseNhekRawRep1	UW	2009-09-19	2010-06-19	2010-06-19
wgEncodeUwDnaseNhekRawRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseNhlfAlnRep1	UW	2010-01-10	2010-06-17	2010-10-09
wgEncodeUwDnaseNhlfAlnRep2	UW	2010-01-10	2010-06-17	2010-10-09
wgEncodeUwDnaseNhlfHotspotsRep1	UW	2010-01-10	2010-06-17	2010-10-09
wgEncodeUwDnaseNhlfHotspotsRep2	UW	2010-01-10	2010-06-17	2010-10-09
wgEncodeUwDnaseNhlfPkRep1	UW	2010-01-10	2010-06-17	2010-10-09
wgEncodeUwDnaseNhlfPkRep2	UW	2010-01-10	2010-06-17	2010-10-09
wgEncodeUwDnaseNhlfRawDataRep1	UW	2010-01-10	n/a	2010-10-09
wgEncodeUwDnaseNhlfRawDataRep2	UW	2010-01-10	n/a	2010-10-09
wgEncodeUwDnaseNhlfRawRep1	UW	2010-01-10	2010-06-17	2010-10-09
wgEncodeUwDnaseNhlfRawRep2	UW	2010-01-10	2010-06-17	2010-10-09
wgEncodeUwDnaseNt2d1AlnRep1	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnaseNt2d1AlnRep2	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnaseNt2d1HotspotsRep1	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnaseNt2d1HotspotsRep2	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnaseNt2d1PkRep1	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnaseNt2d1PkRep2	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnaseNt2d1RawDataRep1	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnaseNt2d1RawDataRep2	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnaseNt2d1RawRep1	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnaseNt2d1RawRep2	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnasePanc1AlnRep1	UW	2009-09-19	2010-06-19	2010-06-19
wgEncodeUwDnasePanc1AlnRep2	UW	2009-09-19	2010-06-17	2010-06-19
wgEncodeUwDnasePanc1HotspotsRep1	UW	2009-09-19	2010-06-19	2010-06-19
wgEncodeUwDnasePanc1HotspotsRep2	UW	2009-09-19	2010-06-17	2010-06-19
wgEncodeUwDnasePanc1PkRep1	UW	2009-09-19	2010-06-19	2010-06-19
wgEncodeUwDnasePanc1PkRep2	UW	2009-09-19	2010-06-17	2010-06-19
wgEncodeUwDnasePanc1RawDataRep1	UW	2009-09-19	n/a	2010-06-19
wgEncodeUwDnasePanc1RawDataRep2	UW	2009-09-19	n/a	2010-06-19
wgEncodeUwDnasePanc1RawRep1	UW	2009-09-19	2010-06-19	2010-06-19
wgEncodeUwDnasePanc1RawRep2	UW	2009-09-19	2010-06-17	2010-06-19
wgEncodeUwDnasePrecAlnRep1	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnasePrecAlnRep2	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnasePrecHotspotsRep1	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnasePrecHotspotsRep2	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnasePrecPkRep1	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnasePrecPkRep2	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnasePrecRawDataRep1	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnasePrecRawDataRep2	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnasePrecRawRep1	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnasePrecRawRep2	UW	2011-06-25	n/a	2012-03-25
wgEncodeUwDnaseRpmi7951AlnRep1	UW	2012-03-22	n/a	2012-12-22
wgEncodeUwDnaseRpmi7951AlnRep2	UW	2012-03-22	n/a	2012-12-22
wgEncodeUwDnaseRpmi7951HotspotsRep1	UW	2012-03-22	n/a	2012-12-22
wgEncodeUwDnaseRpmi7951HotspotsRep2	UW	2012-03-22	n/a	2012-12-22
wgEncodeUwDnaseRpmi7951PkRep1	UW	2012-03-22	n/a	2012-12-22
wgEncodeUwDnaseRpmi7951PkRep2	UW	2012-03-22	n/a	2012-12-22
wgEncodeUwDnaseRpmi7951RawDataRep1	UW	2012-03-22	n/a	2012-12-22
wgEncodeUwDnaseRpmi7951RawDataRep2	UW	2012-03-22	n/a	2012-12-22
wgEncodeUwDnaseRpmi7951RawRep1	UW	2012-03-22	n/a	2012-12-22
wgEncodeUwDnaseRpmi7951RawRep2	UW	2012-03-22	n/a	2012-12-22
wgEncodeUwDnaseRptecAlnRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseRptecAlnRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseRptecHotspotsRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseRptecHotspotsRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseRptecPkRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseRptecPkRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseRptecRawDataRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseRptecRawDataRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseRptecRawRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseRptecRawRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseSaecAlnRep1	UW	2009-09-19	2010-06-17	2010-06-19
wgEncodeUwDnaseSaecAlnRep2	UW	2009-09-19	2010-06-17	2010-06-19
wgEncodeUwDnaseSaecHotspotsRep1	UW	2009-09-19	2010-06-17	2010-06-19
wgEncodeUwDnaseSaecHotspotsRep2	UW	2009-09-19	2010-06-17	2010-06-19
wgEncodeUwDnaseSaecPkRep1	UW	2009-09-19	2010-06-17	2010-06-19
wgEncodeUwDnaseSaecPkRep2	UW	2009-09-19	2010-06-17	2010-06-19
wgEncodeUwDnaseSaecRawDataRep1	UW	2009-09-19	n/a	2010-06-19
wgEncodeUwDnaseSaecRawDataRep2	UW	2009-09-19	n/a	2010-06-19
wgEncodeUwDnaseSaecRawRep1	UW	2009-09-19	2010-06-17	2010-06-19
wgEncodeUwDnaseSaecRawRep2	UW	2009-09-19	2010-06-17	2010-06-19
wgEncodeUwDnaseSkmcAlnRep1	UW	2009-04-29	2010-06-17	2010-01-29
wgEncodeUwDnaseSkmcAlnRep2	UW	2009-10-27	2010-06-19	2010-07-26
wgEncodeUwDnaseSkmcHotspotsRep1	UW	2009-04-29	2010-06-17	2010-01-29
wgEncodeUwDnaseSkmcHotspotsRep2	UW	2009-10-27	2010-06-19	2010-07-26
wgEncodeUwDnaseSkmcPkRep1	UW	2009-04-29	2010-06-17	2010-01-29
wgEncodeUwDnaseSkmcPkRep2	UW	2009-10-27	2010-06-19	2010-07-26
wgEncodeUwDnaseSkmcRawDataRep1V2	UW	2009-04-29	2009-10-27	2010-01-29
wgEncodeUwDnaseSkmcRawDataRep2	UW	2009-10-27	n/a	2010-07-26
wgEncodeUwDnaseSkmcRawRep1	UW	2009-04-29	2010-06-17	2010-01-29
wgEncodeUwDnaseSkmcRawRep2	UW	2009-10-27	2010-06-19	2010-07-26
wgEncodeUwDnaseSknmcAlnRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseSknmcAlnRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseSknmcHotspotsRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseSknmcHotspotsRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseSknmcPkRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseSknmcPkRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseSknmcRawDataRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseSknmcRawDataRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseSknmcRawRep1	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseSknmcRawRep2	UW	2011-01-06	n/a	2011-10-06
wgEncodeUwDnaseSknshraAlnRep1	UW	2009-04-17	2010-06-19	2010-01-17
wgEncodeUwDnaseSknshraAlnRep2	UW	2009-10-22	2010-06-19	2010-07-21
wgEncodeUwDnaseSknshraHotspotsRep1	UW	2009-04-17	2010-06-19	2010-01-17
wgEncodeUwDnaseSknshraHotspotsRep2	UW	2009-07-17	2010-06-19	2010-04-17
wgEncodeUwDnaseSknshraPkRep1	UW	2009-04-17	2010-06-19	2010-01-17
wgEncodeUwDnaseSknshraPkRep2	UW	2009-07-17	2010-06-19	2010-04-17
wgEncodeUwDnaseSknshraRawDataRep1	UW	2009-04-17	n/a	2010-01-17
wgEncodeUwDnaseSknshraRawDataRep2V2	UW	2009-10-22	n/a	2010-07-21
